,Unnamed: 0,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,Unnamed: 0,Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
5981,5981,2014,Q,Health Care and Social Assistance,e_20-49,Total expenditure,1606,DOLLARS(millions),5981.0,2020.03,Local government institutions,321.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,21683
5982,5982,2014,Q,Health Care and Social Assistance,e_20-49,Operating profit before tax,148,DOLLARS(millions),5982.0,2020.03,Local government institutions,321.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5983,5983,2014,Q,Health Care and Social Assistance,e_20-49,Total assets,1205,DOLLARS(millions),5983.0,2020.03,Local government institutions,321.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2126
5984,5984,2014,Q,Health Care and Social Assistance,e_20-49,Fixed tangible assets,534,DOLLARS(millions),5984.0,2020.03,Local government institutions,321.0,Financial assets Closing balance debt securities,LE00000,AFA0300,840
5985,5985,2014,Q,Health Care and Social Assistance,f_50-99,Activity unit,267,COUNT,5985.0,2020.03,Local government institutions,321.0,Financial assets Closing balance loans,LE00000,AFA0400,2864
5986,5986,2014,Q,Health Care and Social Assistance,f_50-99,Rolling mean employees,18468,COUNT,5986.0,2020.03,Local government institutions,321.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,13321
5987,5987,2014,Q,Health Care and Social Assistance,f_50-99,Salaries and wages paid,636,DOLLARS(millions),5987.0,2020.03,Local government institutions,321.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,0
5988,5988,2014,Q,Health Care and Social Assistance,f_50-99,"Sales, government funding, grants and subsidies",1195,DOLLARS(millions),5988.0,2020.03,Local government institutions,321.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,655
5989,5989,2014,Q,Health Care and Social Assistance,f_50-99,Total income,1256,DOLLARS(millions),5989.0,2020.03,Local government institutions,321.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1876
5990,5990,2014,Q,Health Care and Social Assistance,f_50-99,Total expenditure,1228,DOLLARS(millions),5990.0,2020.03,Local government institutions,321.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,25132
5991,5991,2014,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,30,DOLLARS(millions),5991.0,2020.03,Local government institutions,321.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5992,5992,2014,Q,Health Care and Social Assistance,f_50-99,Total assets,1745,DOLLARS(millions),5992.0,2020.03,Local government institutions,321.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5993,5993,2014,Q,Health Care and Social Assistance,f_50-99,Fixed tangible assets,967,DOLLARS(millions),5993.0,2020.03,Local government institutions,321.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,9033
5994,5994,2014,Q,Health Care and Social Assistance,g_100-199,Activity unit,120,COUNT,5994.0,2020.03,Local government institutions,321.0,Financial liabilities Closing balance loans,LE00000,AFL0400,9592
5995,5995,2014,Q,Health Care and Social Assistance,g_100-199,Rolling mean employees,16590,COUNT,5995.0,2020.03,Local government institutions,321.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
5996,5996,2014,Q,Health Care and Social Assistance,g_100-199,Salaries and wages paid,636,DOLLARS(millions),5996.0,2020.03,Local government institutions,321.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5997,5997,2014,Q,Health Care and Social Assistance,g_100-199,"Sales, government funding, grants and subsidies",1580,DOLLARS(millions),5997.0,2020.03,Local government institutions,321.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,3141
5998,5998,2014,Q,Health Care and Social Assistance,g_100-199,Total income,1781,DOLLARS(millions),5998.0,2020.03,Local government institutions,321.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3366
5999,5999,2014,Q,Health Care and Social Assistance,g_100-199,Total expenditure,1532,DOLLARS(millions),5999.0,2020.03,Local government institutions,321.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,66293
6000,6000,2014,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,104,DOLLARS(millions),6000.0,2020.03,Local government institutions,321.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,37518
6001,6001,2014,Q,Health Care and Social Assistance,g_100-199,Total assets,3668,DOLLARS(millions),6001.0,2020.03,Local government institutions,321.0,Closing balance net worth,LE00000,B900000,100362
6002,6002,2014,Q,Health Care and Social Assistance,g_100-199,Fixed tangible assets,1286,DOLLARS(millions),6002.0,2020.03,Local government institutions,321.0,Closing balance total liabilities and net worth,LE00000,L000000,125494
6003,6003,2014,Q,Health Care and Social Assistance,h_200+,Activity unit,78,COUNT,6003.0,2020.03,Non-profit institutions serving households,400.0,Closing balance total assets,LE00000,A000000,41214
6004,6004,2014,Q,Health Care and Social Assistance,h_200+,Rolling mean employees,55209,COUNT,6004.0,2020.03,Non-profit institutions serving households,400.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,12840
6005,6005,2014,Q,Health Care and Social Assistance,h_200+,Salaries and wages paid,1872,DOLLARS(millions),6005.0,2020.03,Non-profit institutions serving households,400.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
6006,6006,2014,Q,Health Care and Social Assistance,h_200+,"Sales, government funding, grants and subsidies",3213,DOLLARS(millions),6006.0,2020.03,Non-profit institutions serving households,400.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,7132
6007,6007,2014,Q,Health Care and Social Assistance,h_200+,Total income,3393,DOLLARS(millions),6007.0,2020.03,Non-profit institutions serving households,400.0,Financial assets Closing balance debt securities,LE00000,AFA0300,286
6008,6008,2014,Q,Health Care and Social Assistance,h_200+,Total expenditure,3270,DOLLARS(millions),6008.0,2020.03,Non-profit institutions serving households,400.0,Financial assets Closing balance loans,LE00000,AFA0400,1728
6009,6009,2014,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,102,DOLLARS(millions),6009.0,2020.03,Non-profit institutions serving households,400.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,3350
6010,6010,2014,Q,Health Care and Social Assistance,h_200+,Total assets,4576,DOLLARS(millions),6010.0,2020.03,Non-profit institutions serving households,400.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,2
6011,6011,2014,Q,Health Care and Social Assistance,h_200+,Fixed tangible assets,1744,DOLLARS(millions),6011.0,2020.03,Non-profit institutions serving households,400.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,3
6012,6012,2014,Q,Health Care and Social Assistance,i_Industry_Total,Activity unit,17175,COUNT,6012.0,2020.03,Non-profit institutions serving households,400.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,339
6013,6013,2014,Q,Health Care and Social Assistance,i_Industry_Total,Rolling mean employees,144957,COUNT,6013.0,2020.03,Non-profit institutions serving households,400.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,2736
6014,6014,2014,Q,Health Care and Social Assistance,i_Industry_Total,Salaries and wages paid,5659,DOLLARS(millions),6014.0,2020.03,Non-profit institutions serving households,400.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
6015,6015,2014,Q,Health Care and Social Assistance,i_Industry_Total,"Sales, government funding, grants and subsidies",13109,DOLLARS(millions),6015.0,2020.03,Non-profit institutions serving households,400.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
6016,6016,2014,Q,Health Care and Social Assistance,i_Industry_Total,Total income,13954,DOLLARS(millions),6016.0,2020.03,Non-profit institutions serving households,400.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,266
6017,6017,2014,Q,Health Care and Social Assistance,i_Industry_Total,Total expenditure,12322,DOLLARS(millions),6017.0,2020.03,Non-profit institutions serving households,400.0,Financial liabilities Closing balance loans,LE00000,AFL0400,1379
6018,6018,2014,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,1516,DOLLARS(millions),6018.0,2020.03,Non-profit institutions serving households,400.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
6019,6019,2014,Q,Health Care and Social Assistance,i_Industry_Total,Total assets,15222,DOLLARS(millions),6019.0,2020.03,Non-profit institutions serving households,400.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
6020,6020,2014,Q,Health Care and Social Assistance,i_Industry_Total,Fixed tangible assets,5875,DOLLARS(millions),6020.0,2020.03,Non-profit institutions serving households,400.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,0
6021,6021,2014,R,Arts and Recreation Services,a_0,Activity unit,6108,COUNT,6021.0,2020.03,Non-profit institutions serving households,400.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1091
6022,6022,2014,R,Arts and Recreation Services,a_0,Rolling mean employees,0,COUNT,6022.0,2020.03,Non-profit institutions serving households,400.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,10996
6023,6023,2014,R,Arts and Recreation Services,a_0,Salaries and wages paid,124,DOLLARS(millions),6023.0,2020.03,Non-profit institutions serving households,400.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,17379
6024,6024,2014,R,Arts and Recreation Services,a_0,"Sales, government funding, grants and subsidies",698,DOLLARS(millions),6024.0,2020.03,Non-profit institutions serving households,400.0,Closing balance net worth,LE00000,B900000,38478
6025,6025,2014,R,Arts and Recreation Services,a_0,Total income,801,DOLLARS(millions),6025.0,2020.03,Non-profit institutions serving households,400.0,Closing balance total liabilities and net worth,LE00000,L000000,41214
6026,6026,2014,R,Arts and Recreation Services,a_0,Total expenditure,685,DOLLARS(millions),6026.0,2020.03,Households,511.0,Closing balance total assets,LE00000,A000000,2046138
6027,6027,2014,R,Arts and Recreation Services,a_0,Operating profit before tax,110,DOLLARS(millions),6027.0,2020.03,Households,511.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,1140063
6028,6028,2014,R,Arts and Recreation Services,a_0,Total assets,1524,DOLLARS(millions),6028.0,2020.03,Households,511.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
6029,6029,2014,R,Arts and Recreation Services,a_0,Fixed tangible assets,915,DOLLARS(millions),6029.0,2020.03,Households,511.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,196071
6030,6030,2014,R,Arts and Recreation Services,b_1-5,Activity unit,2316,COUNT,6030.0,2020.03,Households,511.0,Financial assets Closing balance debt securities,LE00000,AFA0300,3293
6031,6031,2014,R,Arts and Recreation Services,b_1-5,Rolling mean employees,4491,COUNT,6031.0,2020.03,Households,511.0,Financial assets Closing balance loans,LE00000,AFA0400,290
6032,6032,2014,R,Arts and Recreation Services,b_1-5,Salaries and wages paid,140,DOLLARS(millions),6032.0,2020.03,Households,511.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,828199
6033,6033,2014,R,Arts and Recreation Services,b_1-5,"Sales, government funding, grants and subsidies",505,DOLLARS(millions),6033.0,2020.03,Households,511.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,112210
6034,6034,2014,R,Arts and Recreation Services,b_1-5,Total income,672,DOLLARS(millions),6034.0,2020.03,Households,511.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,0
6035,6035,2014,R,Arts and Recreation Services,b_1-5,Total expenditure,664,DOLLARS(millions),6035.0,2020.03,Households,511.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
6036,6036,2014,R,Arts and Recreation Services,b_1-5,Operating profit before tax,2,DOLLARS(millions),6036.0,2020.03,Households,511.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,239400
